Brand Name;Parent Company;If Parent Company does not appear automatically or needs correction, please add here.;Item Description;Type of Product;Type of Material;Layers;Total Count;City;Provinces;Time of Audit;Type of Audit;Specifics of Audit
AOKA;Indonesia Bakery Family;;BREAD;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
YOU-YOU STICK;;PT Jaya Utama Santikah;SNACK;FP;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GERY SALUT;Garuda Food;;BREAD;FP;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SUNSILK;Unilever;;SHAMPOO;PC;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
DJARUM SUPER;Djarum;;CIGARETTE;SM;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
DAUN GARAM;;Unknown;GARAM;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STYROFOAM;Unbranded;;STYROFOAM APUNG;FG;PS;Unsure;4;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FEMINA;;Unknown;KAPAS;PC;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MAMY POKO;Unicharm;;PAMPERS;PC;PET;ML;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TOKI 1 ;;Unknown;COKLAT;FP;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SWALLOW;sinar Jaya Perkasa;;SANDAL;HP;O;Unsure;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SISIR;;Unknown;SISIR;HP;O;Unsure;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
HEMATO;;Unknown;SOSIS;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
AICE;Aice;;ICE CREAM;FP;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MI CAP RIBUT;;Unknown;SNACK;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SEDAAP;Wings;;KERTAS TUTUP MIE INSTANT CUP;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KERUPUK SOTO;;Unknown;SNACK;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KISS;Mayora Indah;;PERMEN;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
YUPI;Yupindo;;PERMEN;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;LAINNYA;O;LDPE;SL;30;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INSTANT NOODLE FLAVORING;;Unknown;BUNGKUS MIE INSTANT;FP;PET;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;20;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;39;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;20;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;40;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SO KLIN;Wings;;DETERGEN;HP;PET;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;35;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SPOON;Unbranded;;LAINNYA;O;LDPE;SL;17;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;LAINNYA;O;LDPE;SL;45;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;LAINNYA;O;LDPE;SL;33;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FORKS;Unbranded;;LAINNYA;O;LDPE;SL;8;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;40;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;LAINNYA;O;LDPE;SL;50;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;LAINNYA;O;LDPE;SL;50;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;LAINNYA;O;LDPE;SL;9;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;LAINNYA;O;LDPE;SL;42;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PIATTOS;Universal Robina Corporation;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FLORIDINA;Wings Indonesia;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
WHITE COFFEE;Java Prima Abadi;;DRINK;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SO KLIN;Wings;;DETERGEN;HP;PS;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SUNLIGHT;Unilever;;SABUN CUCI PIRING;HP;PS;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOFOOD;Indofood;;FOOD PACKAGING;HP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
NYAM NYAM;Unbranded;Arnotts;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SUNCO;Musim Mas Group;;MINYAK GORENG;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
JETZ;Indofood;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KAPAL API;Santos Jaya Abadi;;DRINK;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
LIFEBUOY;Unilever;;PERAWATAN DIRI;PC;HDPE;ML;5;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MARIMAS;Marimas Putera Kencana;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SEDAAP;Wings;;FOOD PACKAGING;FP;PS;SL;12;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BANGO;Unilever;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOCAFE;Indofood;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MAMAYO;;PT Java Egg Specialities (Cimory Group);FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CHITATO;Indofood;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CHOCOLATOS;Garuda Food;;FOOD PACKAGING;FP;PS;SL;5;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SAMBAL ASLI;Multisari;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
YUM CHIPS;;PT Jaya Utama Santikah;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MITU;Megasari Makmur;;PERAWATAN DIRI;PC;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KOPI ABC;Santos Jaya Abadi;;DRINK;FP;PS;SL;11;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SIIP;Nabati Snack;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PEPSODENT;Unilever;;PERAWATAN DIRI;PC;O;ML;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
REBO;Gumindo Bogamanis;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
REXONA;Unilever;;PERAWATAN DIRI;PC;O;ML;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GREENFIELDS;Japfa Limited;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FRISIAN FLAG;FrieslandCampina;;DRINK;FP;PS;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SUKRO;Dua Kelinci;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GUDANG GARAM;Gudang Garam Tbk.;;CIGARETTE;SM;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOMIE;Indofood;;FOOD PACKAGING;FP;O;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GO POTATO;Siantar Top;;FOOD PACKAGING;FP;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GULAKU;Sugar Group;;FOOD PACKAGING;FP;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOMIE;Indofood;;FOOD PACKAGING;FP;O;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MINYAK FORTUNE;;Wilmar Group;MINYAK GORENG;FP;O;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MAMY POKO;Unicharm;;PAMPERS;PC;O;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
HATARI;ASW Food;;FOOD PACKAGING;FP;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SLAI OLAI;Mayora Indah;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TANGO;Tango;;FOOD PACKAGING;FP;LDPE;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KOPI FRESCO;;Santos Jaya Abadi;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROSE BRAND;CV Bumi Waras;;MINYAK GORENG;FP;LDPE;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BIHUN CAP JAGUNG;;PT Daesang Agung Indonesia;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
POCARI SWEAT;Otsuka;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CAMPINA;FrieslandCampina;;ICE CREAM;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
VIT;Tirta Investama;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
COCA COLA;The Coca-Cola Company;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROTI YALE-YALE;;Sari Murni Group;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
DOREMI;;CV Nana Abadi;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROTI SISIR;Jordan bakery;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
HAPPY TWINS;;Unknown;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KUNCI MAS;;SMART;MINYAK GORENG;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
OKKY JELLY DRINK;Tudung Group;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BAKPIA KUKUS TUGU JOGJA;;PT Agrinesia Raya Sleman;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
YOGURT;Unbranded;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
HYDRO COCO;Kalbe Farma Tbk;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MIE KREMEZZ;Tiga Pilar Sejahtera;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROTI MODERN;;Unknown;BREAD;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SIDOMUNCUL;Indurstri Jamu dan Farmasi Sido Muncul;;JAMU;FP;LDPE;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TOP COFFEE;Harum;;COFFEE;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TOLAK ANGIN;Sidomuncul;;JAMU;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
JAS JUS;Wings;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TEH BOTOL;Sinar Sosro;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PILUS GARUDA;Tudung Group;;FOOD PACKAGING;FP;LDPE;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PARACETAMOL;BIOCHEM India;Unknown;FOOD PACKAGING;FP;LDPE;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOCAFE;Indofood;;DRINK;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INAKO JELLY DRINK;;PT Niramas Utama;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
EKONOMI;Wings;;PRODUK RUMAH TANGGA;HP;PS;SL;7;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
AICE;Aice;;DRINK;FP;PS;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GERY;Garuda Food;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
DANGDUT;Wings;;PRODUK RUMAH TANGGA;HP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MIE ABC;;PT ABC President Indonesia;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROMA MALKIST;Mayora Indah;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
POP ICE;Forisa;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BUMBU LADAKU;;PT Motasa Indonesia;PRODUK RUMAH TANGGA;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MASAKO;Ajinomoto;;PRODUK RUMAH TANGGA;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PANTENE;Colgate-Palmolive;;PRODUK RUMAH TANGGA;HP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BETTER;Mayora Indah;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
WALLS;Unilever;;DRINK;FP;PS;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
NUTRISARI;NutriFood;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROYALE;Imperial Brands;;PRODUK RUMAH TANGGA;HP;HDPE;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ULTRA MILK;Ultrajaya;;DRINK;FP;PS;SL;5;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TEH KOTAK;Ultrajaya;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
POCKY;;Glico;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
EKOMIE;Wings;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
AOKA;Indonesia Bakery Family;;FOOD PACKAGING;FP;PS;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BENG BENG;Mayora Inda;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SARIMI;Indofood;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KOMIX;Bintang Toedjoe;;MEDICINE;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PADIMAS;Stanly Trijaya Mandiri;;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GORIORIO;Siantar Top;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CHOKI CHOKI;Mayora Indah;;FOOD PACKAGING;FP;PS;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TISSUE WHITE;;Unknown;PRODUK RUMAH TANGGA;HP;O;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CLOUD9 WAFER;;Universal Robina Corporation;FOOD PACKAGING;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
HOT HOT POP;Bronson;;PERMEN;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FRESTEA;The Coca-Cola Company;;DRINK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
YUPI;Yupindo;;PERMEN;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GARAM DAUN;;Unknown;GARAM;FP;HDPE;SL;4;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MILK LIFE;;PT Global Dairi Alam;SUSU;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KERUPUK SOTO;;Unknown;KERUPUK;FP;PS;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MIWON;;PT Daesang Agung Indonesia;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GERY;Garuda Food;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
EXTRA JOSS;Bintang Toedjoe;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TIC TIC;Siantar Top;;FOOD PACKAGING;FP;LDPE;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GARNIER;L'Oreal;;PERAWATAN DIRI;PC;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
LAINNYA;;Unknown;-;O;O;Unsure;1 KARUNG;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STRAWS;Unbranded;;;FP;O;SL;518;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
POP MIE;Indofood;;FOOD PACKAGING;FP;PS;ML;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SEDAAP;Wings;;FOOD PACKAGING;FP;PS;Unsure;4;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;PLASTIK MIKA BENING;O;O;Unsure;128;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PAMPERS;Procter & Gamble;;PAMPERS;PC;PET;ML;20;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PAPER;;Unknown;KERTAS;O;O;Unsure;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FABRIC;;Unknown;KAIN;O;O;Unsure;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PAPER CUP;Unbranded;;GELAS KERTAS;O;O;Unsure;59;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SINGLES KANZLER;;PT Macroprima Panganutama;SOSIS;FP;PET;ML;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SELLOTAPE;;Unknown;SELOTIP;O;O;Unsure;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC SPOON;Unbranded;;SENDOK KERTAS;O;O;Unsure;8;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
STYROFOAM;Unbranded;;STYROFOAM;O;PS;Unsure;7;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
VIT;Tirta Investama;;GELAS PLASTIK;FP;PET;SL;6;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;GELAS PLASTIK;FP;PET;SL;0;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ANAR;;Unknown;TIDAK ADA KETERANGAN;O;O;Unsure;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MD CUP;;Unknown;TIDAK ADA KETERANGAN;O;O;Unsure;5;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SANDAL;Unbranded;;SANDAL;HP;O;Unsure;4;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
VIT;Tirta Investama;;PLASTIC BOTTLES;FP;PET;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PAROTI;;Sumber Alfaria Trijaya;FOOD PACKAGING;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PLASTIC;Unbranded;;KRESEK;PM;LDPE;SL;100;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KAPAL API;Santos Jaya Abadi;;FOOD PACKAGING;FP;PET;SL;29;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SUNLIGHT;Unilever;;SABUN;HP;PET;ML;6;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ENAK;Siantar Top;;CEMILAN;FP;PET;SL;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOCAFE;Indofood;;DRINK;FP;PET;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOCAFE;Indofood;;DRINK;FP;PET;SL;13;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KOPI GOOD DAY;;Santos Jaya Abadi;DRINK;FP;PET;SL;9;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ENERGEN;Mayora Indah;;DRINK;FP;PET;SL;6;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KOPI ABC;Santos Jaya Abadi;;DRINK;FP;PET;SL;12;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
WHITE COFFEE;Java Prima Abadi;;DRINK;FP;PET;SL;5;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SUKRO OVEN;;Dua Kelinci;FOOD PACKAGING;FP;PET;SL;21;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ROMA MALKIST;Mayora Indah;;FOOD PACKAGING;FP;PET;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MINIPAO;;PT Elson Bernardi;FOOD PACKAGING;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
BIHUN CAP JAGUNG;;PT Daesang Agung Indonesia;FOOD PACKAGING;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TIC TIC;Siantar Top;;FOOD PACKAGING;FP;PET;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SO KLIN;Wings;;DETERGEN;HP;HDPE;ML;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PASTA GIGI;;Unknown;DETERGEN;PC;HDPE;ML;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
FILMA;Smart;;MINYAK GORENG;FP;PET;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
MAMY POKO;Unicharm;;POKOK;HP;HDPE;ML;2;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
KETCHUP;Nutri-Asia Inc.;Unknown;FOOD PACKAGING;FP;PET;SL;6;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
POTABEE;Wings;;FOOD PACKAGING;FP;PET;SL;8;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
TARO;Premier Marketing Public Company Limited;;FOOD PACKAGING;FP;PET;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
HATARI;ASW Food;;FOOD PACKAGING;FP;PET;SL;6;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
CHITATO;Indofood;;FOOD PACKAGING;FP;PET;SL;10;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
GULAKU;Sugar Group;;FOOD PACKAGING;FP;O;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;PLASTIC BOTTLES;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SANDAL;Unbranded;;SANDAL;HP;PVC;ML;6;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ULTRA MILK;Ultrajaya;;DRINK;FP;PET;ML;13;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
ANNAIC;Unbranded;;GELAS PLASTIK;FP;PET;SL;9;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
VIT;Tirta Investama;;GELAS PLASTIK;FP;PET;SL;3;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
WALENS;;PT Nissin Biscuit Indonesia;FOOD PACKAGING;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
SEDAAP;Wings;;FOOD PACKAGING;FP;PET;SL;11;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
INDOMIE;Indofood;;FOOD PACKAGING;FP;PET;SL;10;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
PIKOPI;;Santos Jaya Abadi;DRINK;FP;PET;SL;1;Cilacap;Central Java;09/09/2023;Outdoor;Coast/Shoreline
